peopleid3rog3,rog3,ctry,peopleid3,peopnameincountry,peopnameacrosscountries,naturalname,population,rog2,continent,regioncode,regionname,10_40window,peopleid1,affinitybloc,peopleid2,peoplecluster,populationpgac,jpscale,leastreached,frontier,workersneeded,rop25,rop25name,rop3,rol3,primarylanguagename,biblestatus,rlg3,primaryreligion,percentadherents,percentevangelical,indigenouscode,photoccversiontext,photoccversionurl,mapccversiontext,mapccversionurl,jf,audiorecordings,longitude,latitude
16186IN,IN,India,16186,Aheria,Aheria,Aheria,199000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",199000,1,Y,Y,4,300129,"Aheri / Aheria",111291,hin,Hindi,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,78.698540941691,28.364607324423
13129TH,TH,Thailand,13129,"Aheu Luang","Aheu Luang",Aheu,1600,ASI,Asia,2,"Asia, Southeast",Y,20,"Southeast Asian Peoples",239,Mon-Khmer,2200,1,Y,Y,1,300130,Aheu,105894,thm,Aheu,1,2,Buddhism,0.000,0.000,Y,,,,,N,Y,103.44555,17.29381
19477BG,BG,Bangladesh,19477,Ahmadi,Ahmadi,Ahmadi,3200,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",187200,1,Y,Y,1,300134,Ahmadi,100142,ben,Bengali,5,6,Islam,0.000,0.000,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,90.550626727134,24.347617570298
19477IN,IN,India,19477,Ahmadi,Ahmadi,Ahmadi,87000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",187200,1,Y,Y,2,300134,Ahmadi,100142,urd,Urdu,5,6,Islam,0.000,0.000,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,79.934697508141,28.324090639193
19477PK,PK,Pakistan,19477,Ahmadi,Ahmadi,Ahmadi,97000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",187200,1,Y,Y,2,300134,Ahmadi,100142,pnb,"Punjabi, Western",4,6,Islam,0.000,0.000,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,74.375294970296,31.373386771445
16189IN,IN,India,16189,Ahom,Ahom,Ahom,2076000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",2076000,1,Y,N,42,300136,Ahom,111294,asm,Assamese,5,5,Hinduism,3.301,,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,95.672003810937,27.906857670712
10195CH,CH,China,10195,Ai-Cham,Ai-Cham,Ai-Cham,3100,ASI,Asia,3,"Asia, Northeast",Y,20,"Southeast Asian Peoples",150,Bouyei,3100,1,Y,N,1,300138,Ai-Cham,100146,aih,Ai-Cham,1,4,"Ethnic Religions",0.500,0.200,Y,,,,,N,N,107.83808,25.48886
21454AF,AF,Afghanistan,21454,Aimaq,Aimaq,Aimaq,1730000,ASI,Asia,5,"Asia, Central",Y,14,Persian-Median,268,Persian,2256600,1,Y,Y,35,300142,Aimaq,118270,aiq,Aimaq,0,6,Islam,0.000,0.000,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,N,N,63.128594,35.00501
21454IR,IR,Iran,21454,Aimaq,Aimaq,Aimaq,250000,ASI,Asia,5,"Asia, Central",Y,14,Persian-Median,268,Persian,2256600,1,Y,Y,5,300142,Aimaq,118270,aiq,Aimaq,0,6,Islam,0.000,0.000,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,N,N,52.799751,36.24729
21454PK,PK,Pakistan,21454,Aimaq,Aimaq,Aimaq,6500,ASI,Asia,4,"Asia, South",Y,14,Persian-Median,268,Persian,2256600,1,Y,Y,1,300142,Aimaq,118270,aiq,Aimaq,0,6,Islam,0.000,0.000,N,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,N,N,66.741,30.16909
21454TI,TI,Tajikistan,21454,Aimaq,Aimaq,Aimaq,1100,ASI,Asia,5,"Asia, Central",Y,14,Persian-Median,268,Persian,2256600,1,Y,Y,1,300142,Aimaq,118270,aiq,Aimaq,0,6,Islam,0.000,0.000,N,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,N,N,68.78,38.59
21454TX,TX,Turkmenistan,21454,Aimaq,Aimaq,Aimaq,269000,ASI,Asia,5,"Asia, Central",Y,14,Persian-Median,268,Persian,2256600,1,Y,Y,5,300142,Aimaq,118270,aiq,Aimaq,0,6,Islam,0.000,0.000,N,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,N,N,61.855,37.565
10522CH,CH,China,10522,"Ainu (China)","Ainu (China)",Ainu,12000,ASI,Asia,3,"Asia, Northeast",Y,24,"Turkic Peoples",311,Ural-Siberian,12000,1,Y,Y,1,300618,"Aynu (Ainu)",100665,aib,"Ainu (China)",1,6,Islam,0.000,0.000,Y,,,,,N,N,76.169595641825,38.930205258566
10205JA,JA,Japan,10205,"Ainu (Japan)","Ainu (Japan)",Ainu,13000,ASI,Asia,3,"Asia, Northeast",Y,24,"Turkic Peoples",311,Ural-Siberian,13000,1,Y,N,1,300146,Ainu,100158,ain,"Ainu (Japan)",4,4,"Ethnic Religions",1.000,0.500,Y,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,N,N,144.97993613944,43.551895115567
16191IN,IN,India,16191,"Aiton (Tai Aiton)","Aiton (Tai Aiton)","Aiton (Tai Aiton)",3900,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",402,"South Asia Buddhist",3900,1,Y,Y,1,300150,Aiton,111299,aio,Aiton,2,2,Buddhism,0.000,0.000,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,N,Y,93.685431192118,26.203734507863
16192IN,IN,India,16192,Aiyanavar,Aiyanavar,Aiyanavar,6400,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",6400,1,Y,N,1,300151,Ayyanavar,111300,tel,Telugu,5,5,Hinduism,3.867,,Y,,,,,Y,Y,77.340540815888,9.1021684321707
18950ID,ID,Indonesia,18950,Aji,Aji,Aji,17000,ASI,Asia,2,"Asia, Southeast",Y,17,"Malay Peoples",229,"Melayu of Sumatra",17000,1,Y,N,1,302933,"Aji (Haji)",115228,hji,Haji,0,6,Islam,0.270,0.266,Y,,,,,N,N,103.97931,-4.58495
16193IN,IN,India,16193,Ajila,Ajila,Ajila,3900,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",412,"South Asia Dalit - other",3900,1,Y,Y,1,300156,Ajila,111301,mal,Malayalam,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,75.849547843511,13.021820078824
16194IN,IN,India,16194,Ajna,Ajna,Ajna,49000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",49000,1,Y,Y,1,300337,Anjana,111302,hin,Hindi,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,76.380809546848,22.851390068757
10216KE,KE,Kenya,10216,"Ajuran, Borana-speaking","Ajuran, Borana-speaking","Borana speaking Ajuran",182000,AFR,Africa,7,"Africa, East and Southern",N,13,"Horn of Africa Peoples",256,Oromo,182000,1,Y,N,4,300159,Ajuran,100175,gax,"Oromo, Borana-Arsi-Guji",5,6,Islam,0.400,0.300,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,41.852980576392,3.9369541532116
14984KE,KE,Kenya,14984,"Ajuran, Somali-speaking","Ajuran, Somali-speaking","Somali speaking Ajuran",191000,AFR,Africa,7,"Africa, East and Southern",N,13,"Horn of Africa Peoples",287,Somali,191000,1,Y,Y,4,307625,Somali,109394,som,Somali,5,6,Islam,0.100,0.080,Y,,,,,Y,Y,40.102051231304,0.53751170145256
15899BR,BR,Brazil,15899,Ajuru,Ajuru,Ajuru,300,LAM,"South America",11,"America, Latin",N,16,"Latin-Caribbean Americans",290,"South American Indigenous",300,1,Y,N,1,308769,"Wayoro / Ajuru",110732,por,Portuguese,5,4,"Ethnic Religions",5.000,0.000,Y,,,,,Y,Y,-61.26331,-12.58836
11297TO,TO,Togo,11297,Akasselem,Akasselem,Akasselem,79000,AFR,Africa,8,"Africa, West and Central",N,22,"Sub-Saharan Peoples",183,Gur,79000,1,Y,N,2,300162,Akaselem,101992,aks,Akaselem,3,6,Islam,1.200,1.100,Y,,,,,N,Y,1.39799,8.85819
18899CH,CH,China,18899,Akeu,Akeu,Akeu,11000,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",15900,1,Y,Y,1,300168,Akeu,114852,aeu,Akeu,4,4,"Ethnic Religions",0.000,0.000,Y,,,,,Y,Y,101.08233,22.19587
18899LA,LA,Laos,18899,Akeu,Akeu,Akeu,3300,ASI,Asia,2,"Asia, Southeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",15900,1,Y,N,1,300168,Akeu,114852,aeu,Akeu,4,4,"Ethnic Religions",0.723,0.723,N,,,,,Y,Y,101.74631959287,22.438382506747
10223CH,CH,China,10223,Akha,Akha,Akha,259000,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",185,Hani,683000,1,Y,N,5,300169,Akha,100185,ahk,Akha,5,4,"Ethnic Religions",0.350,0.309,N,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,100.09309,21.952
10223LA,LA,Laos,10223,Akha,Akha,Akha,121000,ASI,Asia,2,"Asia, Southeast",Y,23,"Tibetan-Himalayan Peoples",185,Hani,683000,1,Y,N,2,300169,Akha,100185,ahk,Akha,5,4,"Ethnic Religions",3.000,2.000,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,101.84576514894,21.489835474927
10223VM,VM,Vietnam,10223,Akha,Akha,Akha,23000,ASI,Asia,2,"Asia, Southeast",Y,23,"Tibetan-Himalayan Peoples",185,Hani,683000,1,Y,N,1,300169,Akha,100185,ahk,Akha,5,4,"Ethnic Religions",5.000,0.300,N,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,102.67736,21.72406
10224RS,RS,Russia,10224,Akhvakh,Akhvakh,Akhvakh,6700,ASI,Asia,9,"Europe, Eastern and Eurasia",N,12,"Eurasian Peoples",157,Caucasus,6700,1,Y,Y,1,300172,Akhvakh,100187,akv,Akhvakh,0,6,Islam,0.029,0.029,Y,,,,,N,N,46.32616,42.38476
20318RS,RS,Russia,20318,Akkin,Akkin,Akkin,103000,ASI,Asia,9,"Europe, Eastern and Eurasia",N,12,"Eurasian Peoples",157,Caucasus,103000,1,Y,Y,2,300173,Akkin,116039,che,Chechen,5,6,Islam,0.004,0.004,Y,"CC BY-NC 2.0",https://creativecommons.org/licenses/by-nc/2.0/,,,Y,Y,47.4245,41.815425
18389CH,CH,China,18389,"Akto Turkmen","Akto Turkmen","Akto Turkmen",2900,ASI,Asia,3,"Asia, Northeast",Y,24,"Turkic Peoples",204,Kyrgyz,2900,1,Y,Y,1,309187,"Turkmen (Akto)",113982,uig,Uyghur,5,6,Islam,0.000,0.000,Y,,,,,Y,Y,75.938287562721,39.153385214656
10255ET,ET,Ethiopia,10255,Alaba,Alaba,Alaba,419000,AFR,Africa,7,"Africa, East and Southern",Y,13,"Horn of Africa Peoples",253,Omotic,419000,1,Y,N,8,300215,"Allaaba (Alaba)",100232,alw,Alaba-K'abeena,4,6,Islam,2.600,1.400,Y,,,,,Y,Y,38.18248,7.46586
10242TZ,TZ,Tanzania,10242,Alagwa,Alagwa,Alagwa,64000,AFR,Africa,7,"Africa, East and Southern",N,22,"Sub-Saharan Peoples",262,"Sub-Saharan African, other",64000,1,Y,Y,1,300197,"Alagwa (Wasi)",100210,wbj,Alagwa,3,6,Islam,0.020,0.020,Y,,,,,Y,Y,35.69243,-4.72559
10243LA,LA,Laos,10243,Alak,Alak,Alak,27000,ASI,Asia,2,"Asia, Southeast",Y,20,"Southeast Asian Peoples",239,Mon-Khmer,27000,1,Y,N,1,300198,Alak,100212,alk,Alak,0,4,"Ethnic Religions",1.100,1.058,Y,,,,,N,Y,106.60577,15.55701
17333IN,IN,India,17333,"Alambadi Kurichchan","Alambadi Kurichchan","Alambadi Kurichchan",51000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",51000,1,Y,N,1,304415,Kuriciyan,112716,kfh,Kurichiya,2,5,Hinduism,4.615,,Y,,,,,N,Y,76.413818777084,11.997245729721
10246ID,ID,Indonesia,10246,Alas,Alas,Alas,93000,ASI,Asia,2,"Asia, Southeast",Y,17,"Malay Peoples",101,"Aceh of Sumatra",93000,1,Y,Y,2,300201,Alas,100215,btz,"Batak Alas-Kluet",3,6,Islam,0.010,0.005,Y,,,,,Y,N,97.831208411939,3.4480978290516
16200IN,IN,India,16200,Alavan,Alavan,Alavan,9300,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",9300,1,Y,Y,1,300205,Alavan,111309,tam,Tamil,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,77.370172727131,8.8814349457109
18805IS,IS,Israel,18805,Alawite,Alawite,Alawite,2200,ASI,Asia,6,"Africa, North and Middle East",Y,10,"Arab World",113,"Arab, Levant",2367200,1,Y,Y,1,300206,Alawite,114499,apc,"Arabic, Levantine",3,6,Islam,0.000,0.000,Y,,,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,N,Y,35.57163248685,33.212688092581
18805LE,LE,Lebanon,18805,Alawite,Alawite,Alawite,127000,ASI,Asia,6,"Africa, North and Middle East",Y,10,"Arab World",113,"Arab, Levant",2367200,1,Y,Y,3,300206,Alawite,114499,apc,"Arabic, Levantine",3,6,Islam,0.000,0.000,Y,,,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,N,Y,35.852326140939,34.440526938667
18805SY,SY,Syria,18805,Alawite,Alawite,Alawite,1674000,ASI,Asia,6,"Africa, North and Middle East",Y,10,"Arab World",113,"Arab, Levant",2367200,1,Y,Y,33,300206,Alawite,114499,apc,"Arabic, Levantine",3,6,Islam,0.021,0.021,Y,,,,,N,Y,35.825260999895,35.552378000045
18805TU,TU,"Türkiye (Turkey)",18805,Alawite,Alawite,Alawite,564000,ASI,Asia,5,"Asia, Central",Y,10,"Arab World",113,"Arab, Levant",2367200,1,Y,Y,11,300206,Alawite,114499,apc,"Arabic, Levantine",3,6,Islam,0.030,0.010,Y,,,,,N,Y,38.582409,37.037484
11880DA,DA,Denmark,11880,Albanian,Albanian,Albanian,1400,EUR,Europe,10,"Europe, Western",N,12,"Eurasian Peoples",106,Albanian,5121900,1,Y,N,1,300207,Albanian,103338,aln,"Albanian, Gheg",4,6,Islam,5.000,1.000,N,,,,,Y,Y,12.481486,55.619307
11880KV,KV,Kosovo,11880,Albanian,Albanian,Albanian,1497000,EUR,Europe,9,"Europe, Eastern and Eurasia",N,12,"Eurasian Peoples",106,Albanian,5121900,1,Y,N,30,300207,Albanian,103338,aln,"Albanian, Gheg",4,6,Islam,2.000,0.200,Y,,,"CC BY 3.0",https://creativecommons.org/licenses/by/3.0/,Y,Y,20.86907,42.52994
11880NL,NL,Netherlands,11880,Albanian,Albanian,Albanian,600,EUR,Europe,10,"Europe, Western",N,12,"Eurasian Peoples",106,Albanian,5121900,1,Y,N,1,300207,Albanian,103338,aln,"Albanian, Gheg",4,6,Islam,2.000,1.000,N,,,,,Y,Y,4.886575,52.417543
11880SW,SW,Sweden,11880,Albanian,Albanian,Albanian,5300,EUR,Europe,10,"Europe, Western",N,12,"Eurasian Peoples",106,Albanian,5121900,1,Y,N,1,300207,Albanian,103338,aln,"Albanian, Gheg",4,6,Islam,3.000,0.300,N,,,,,Y,Y,17.983439,59.361521
21527MK,MK,"North Macedonia",21527,"Albanian, Macedonian","Albanian, Macedonian","Macedonian Albanian",521000,EUR,Europe,9,"Europe, Eastern and Eurasia",N,12,"Eurasian Peoples",106,Albanian,521000,1,Y,Y,10,300207,Albanian,118333,aln,"Albanian, Gheg",4,6,Islam,0.000,0.000,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,20.67967,41.44288
22384SU,SU,Sudan,22384,Alehemir,Alehemir,Alehemir,2000,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",248,"Nuba Mountains",2000,1,Y,Y,1,309301,Alehemir,119383,xtc,Katcha-Kadugli-Miri,4,6,Islam,0.000,0.000,Y,,,,,Y,Y,29.41,10.89
11682RS,RS,Russia,11682,"Aleut, Eastern","Aleut, Eastern","Eastern Aleut",400,ASI,Asia,9,"Europe, Eastern and Eurasia",N,24,"Turkic Peoples",311,Ural-Siberian,2800,1,Y,N,1,300209,Aleut,102826,ale,Aleut,3,7,Non-Religious,1.000,0.600,Y,,,,,N,Y,166.22634,55.06896
10379AG,AG,Algeria,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",33118000,AFR,Africa,6,"Africa, North and Middle East",Y,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,Y,662,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.009,0.008,Y,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,5.3894385742308,35.997424582778
10379BE,BE,Belgium,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",53000,EUR,Europe,10,"Europe, Western",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,1.000,0.500,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,4.4137158567014,51.219426763035
10379CA,CA,Canada,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",69000,NAR,"North America",12,"America, North and Caribbean",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,1.000,0.900,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,-75.698043,45.423482
10379DA,DA,Denmark,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",900,EUR,Europe,10,"Europe, Western",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,2.000,2.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,12.58423,55.75894
10379EG,EG,Egypt,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",2027000,AFR,Africa,6,"Africa, North and Middle East",Y,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,Y,41,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.019,0.012,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,31.125889999624,30.444790000258
10379EZ,EZ,Czechia,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",500,EUR,Europe,9,"Europe, Eastern and Eurasia",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.300,0.200,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,14.606165,50.086834
10379FR,FR,France,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",473000,EUR,Europe,10,"Europe, Western",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,9,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.600,0.100,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,2.1919078051011,48.875747980085
10379GM,GM,Germany,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",79000,EUR,Europe,10,"Europe, Western",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,2,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.300,0.200,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,8.662787,50.117688
10379IT,IT,Italy,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",21000,EUR,Europe,10,"Europe, Western",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,2.000,1.100,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,13.347806,38.114192
10379LY,LY,Libya,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",295000,AFR,Africa,6,"Africa, North and Middle East",Y,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,Y,6,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.100,0.030,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,13.204459,32.85696
10379MO,MO,Morocco,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",52000,AFR,Africa,6,"Africa, North and Middle East",Y,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.250,0.134,Y,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,-6.9418823218003,33.218923314992
10379NG,NG,Niger,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",11000,AFR,Africa,8,"Africa, West and Central",Y,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.200,0.200,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,2.124423,13.508179
10379NL,NL,Netherlands,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",94000,EUR,Europe,10,"Europe, Western",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,2,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.500,0.050,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,4.7563700001754,52.345282999911
10379SP,SP,Spain,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",61000,EUR,Europe,10,"Europe, Western",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,1.000,0.500,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,-3.658837,40.451717
10379SW,SW,Sweden,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",2500,EUR,Europe,10,"Europe, Western",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,Y,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.000,0.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,17.969431,59.358798
10379TS,TS,Tunisia,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",295000,AFR,Africa,6,"Africa, North and Middle East",Y,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,N,6,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.280,0.200,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,8.6840089998155,36.665119999988
10379TU,TU,"Türkiye (Turkey)",10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",11000,ASI,Asia,5,"Asia, Central",Y,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,Y,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.000,0.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,33,39.97
10379US,US,"United States",10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",61000,NAR,"North America",12,"America, North and Caribbean",N,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,Y,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.000,0.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,-77.201859084229,39.035496483476
10379UV,UV,"Burkina Faso",10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking","Arabic-speaking Algerian",24000,AFR,Africa,8,"Africa, West and Central",Y,10,"Arab World",115,"Arab, Maghreb",36747900,1,Y,Y,1,300394,"Arab, Algerian",100226,arq,"Arabic, Algerian",4,6,Islam,0.039,0.004,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,-1.2666909927951,14.009553990025
16201IN,IN,India,16201,Alia,Alia,Alia,67000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",67000,1,Y,Y,1,303449,"Kachchi / Kachhi",111310,ory,Odia,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,85.028285307127,19.672881040067
18390CH,CH,China,18390,Aling,Aling,Aling,8300,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",8300,1,Y,Y,1,300212,Aling,113983,yig,"Nasu, Wusa",4,4,"Ethnic Religions",0.000,0.000,Y,,,,,N,Y,103.80294450668,24.938008863119
21463ID,ID,Indonesia,21463,Allu,Allu,Allu,17000,ASI,Asia,2,"Asia, Southeast",Y,17,"Malay Peoples",152,"Bugi-Makassar of Sulawesi",17000,1,Y,Y,1,300217,Allu,118277,mdr,Mandar,3,6,Islam,0.000,0.000,Y,,,,,Y,Y,118.953039,-3.306608
10256RS,RS,Russia,10256,Altai-Kizhi,Altai,Altai-Kizhi,83000,ASI,Asia,9,"Europe, Eastern and Eurasia",N,24,"Turkic Peoples",311,Ural-Siberian,83600,1,Y,N,2,300221,Altai,100235,alt,"Altai, Southern",4,4,"Ethnic Religions",2.000,0.333,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,85.41213,50.87839
18886CH,CH,China,18886,Alu,Alu,Alu,4000,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",15400,1,Y,Y,1,300222,"Alu (Lolo Yi)",114830,nos,"Nisu, Eastern",1,4,"Ethnic Religions",0.000,0.000,N,,,,,N,Y,102.94476,23.10906
18886LA,LA,Laos,18886,Alu,Alu,Alu,7500,ASI,Asia,2,"Asia, Southeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",15400,1,Y,Y,1,300222,"Alu (Lolo Yi)",114830,nsd,"Nisu, Southern",3,4,"Ethnic Religions",0.000,0.000,N,,,,,Y,N,101.67858643532,22.255026298025
18886VM,VM,Vietnam,18886,Alu,Alu,Alu,3900,ASI,Asia,2,"Asia, Southeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",15400,1,Y,N,1,300222,"Alu (Lolo Yi)",114830,nos,"Nisu, Eastern",1,4,"Ethnic Religions",0.190,0.000,N,,,,,N,Y,105.836177,21.012465
